"Handle","Title","Image Src","Image Position","Option1 Name","Option1 Value","Variant Price","Variant Grams","Variant Weight Unit","Variant Inventory Policy","Variant Fulfillment Service","Status","Variant SKU","Variant Inventory Qty","Variant Inventory Tracker","Body (HTML)","Vendor","Type","Tags","Published","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Tax Code","Cost per item"
"conjunto-banhado-a-ouro-18k-com-turmalina-negra","","https://lobitypi.sirv.com/store_images/possebon/8885515-min.jpg","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"brinco-banhado-a-ouro-18k-com-perola-shell","BRINCO BANHADO A OURO 18K COM PÉROLA SHELL","https://lobitypi.sirv.com/store_images/possebon/8886980-min.jpg","1","","","999.99","25","kg","deny","manual","draft","8886980","-4","shopify","<p>O <strong>BRINCO BANHADO A OURO 18K COM PÉROLA SHELL</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 2cm</p> <p>PEDRAS: PÉROLA SHELL</p> <p>FORMATO: REDONDO</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-agata-preta","CONJUNTO BANHADO A OURO 18K COM AGATA PRETA","https://lobitypi.sirv.com/store_images/possebon/8889877PTO-min.jpg","1","","","0","25","kg","deny","manual","draft","8889877PTO","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM AGATA PRETA</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 43cm</p> <p>PEDRAS: AGATA PRETA</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-tanzanita-roxa-fusion","CONJUNTO BANHADO A OURO 18K COM TANZANITA ROXA FUSION","https://lobitypi.sirv.com/store_images/redentora/9992474-min.jpg","1","","","0","25","kg","deny","manual","draft","9992474","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM TANZANITA ROXA FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: TANZANITA ROXA FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-cristal-light-blue-fusion","CONJUNTO BANHADO A OURO 18K COM CRISTAL LIGHT BLUE FUSION","https://lobitypi.sirv.com/store_images/redentora/9992475-min.jpg","1","","","0","25","kg","deny","manual","draft","9992475","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM CRISTAL LIGHT BLUE FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: CRISTAL LIGHT BLUE FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-cristal-light-blue-fusion-2","CONJUNTO BANHADO A OURO 18K COM CRISTAL LIGHT BLUE FUSION","https://lobitypi.sirv.com/store_images/redentora/9992476-min.jpg","1","","","0","25","kg","deny","manual","draft","9992476","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM CRISTAL LIGHT BLUE FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: CRISTAL LIGHT BLUE FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-cristal-light-blue-fusion-3","CONJUNTO BANHADO A OURO 18K COM CRISTAL LIGHT BLUE FUSION","https://lobitypi.sirv.com/store_images/redentora/9992477-min.jpg","1","","","0","25000","kg","deny","manual","draft","9992477","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM CRISTAL LIGHT BLUE FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: CRISTAL LIGHT BLUE FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-rodio-negro-e-cristal-fusion-fucsia","CONJUNTO BANHADO A RÓDIO NEGRO E CRISTAL FUSION FUCSIA","https://lobitypi.sirv.com/store_images/redentora/9992488-min.jpg","1","","","0","25","kg","deny","manual","draft","9992488","1","shopify","<p>O <strong>CONJUNTO BANHADO A RÓDIO NEGRO E CRISTAL FUSION FUCSIA</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: RÓDIO NEGRO</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: CRISTAL FUSION FUCSIA</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-tanzanita-azul-fusion","CONJUNTO BANHADO A OURO 18K COM TANZANITA AZUL FUSION","https://lobitypi.sirv.com/store_images/redentora/9992489-min.jpg","1","","","0","25","kg","deny","manual","draft","9992489","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM TANZANITA AZUL FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: TANZANITA AZUL FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-zirconia","CONJUNTO BANHADO A OURO 18K COM ZIRCONIA","https://lobitypi.sirv.com/store_images/redentora/9992490-min.jpg","1","","","0","25","kg","deny","manual","draft","9992490","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM ZIRCONIA</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: ZIRCONIA</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-mix-cristais-fusion","CONJUNTO BANHADO A OURO 18K COM MIX CRISTAIS FUSION","https://lobitypi.sirv.com/store_images/redentora/9992491-min.jpg","1","","","0","25","kg","deny","manual","draft","9992491","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM MIX CRISTAIS FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: MIX CRISTAIS FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-rodio-negro-com-pedra-onix","CONJUNTO BANHADO A RÓDIO NEGRO COM PEDRA ONIX","https://lobitypi.sirv.com/store_images/redentora/9992500-min.jpg","1","","","0","25000","kg","deny","manual","draft","9992500","1","shopify","<div class=""productDescription""> <p>O <strong>CONJUNTO BANHADO A RÓDIO NEGRO COM PEDRA ONIX</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: RÓDIO NEGRO</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: ONIX</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p> </div>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-esmeralda-fusion","CONJUNTO BANHADO A OURO 18K COM ESMERALDA FUSION","https://lobitypi.sirv.com/store_images/redentora/9992501-min.jpg","1","","","0","25","kg","deny","manual","draft","9992501","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM ESMERALDA FUSION</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: ESMERALDA FUSION</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-cristal-fusion-greenery","CONJUNTO BANHADO A OURO 18K COM CRISTAL FUSION GREENERY","https://lobitypi.sirv.com/store_images/redentora/9992502-min.jpg","1","","","0","25","kg","deny","manual","draft","9992502","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM CRISTAL FUSION GREENERY</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: CRISTAL FUSION GREENERY</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-ouro-18k-com-perola-barroca","CONJUNTO BANHADO A OURO 18K COM PÉROLA BARROCA","https://lobitypi.sirv.com/store_images/redentora/9992503-min.jpg","1","","","0","25","kg","deny","manual","draft","9992503","1","shopify","<p>O <strong>CONJUNTO BANHADO A OURO 18K COM PÉROLA BARROCA</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: OURO 18K</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: PÉROLA BARROCA</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"conjunto-banhado-a-rodio-negro-com-pedra-onix-2","CONJUNTO BANHADO A RÓDIO NEGRO COM PEDRA ONIX","https://lobitypi.sirv.com/store_images/redentora/9992504-min.jpg","1","","","0","25","kg","deny","manual","draft","9992504","1","shopify","<p>O <strong>CONJUNTO BANHADO A RÓDIO NEGRO COM PEDRA ONIX</strong> É UMA ÓTIMA OPÇÃO PARA MULHERES QUE AMAM ACESSÓRIOS. UMA PEÇA SUPER DELICADA E CHEIA DE CHARME. SUA COR É UM DIFERENCIAL, POIS PERMITE QUE VOCÊ COMBINE DE DIVERSAS FORMAS.</p> <p> </p> <p>BANHO: RÓDIO NEGRO</p> <p>TAMANHO: 45cm</p> <p>PEDRAS: ONIX</p> <p> </p> <p>TODAS AS NOSSAS PEÇAS SÃO HIPOALERGÊNICAS, 100% LIVRES DE NÍQUEL E CHUMBO EM SUA COMPOSIÇÃO.</p> <p> </p> <p>TODAS AS PEDRAS SÃO CRAVADAS MANUALMENTE.</p> <p> </p> <p>SÓ UM DETALHE: AS PEDRAS NATURAIS PODEM APRESENTAR INCLUSÕES E VARIAÇÕES DE CORES. TAIS CARACTERÍSTICAS AS TORNAM ÚNICAS E BELAS.</p> <p> </p> <p>OFERECEMOS GARANTIA DE 6 MESES PARA O BANHO.</p> <p> </p> <p>FRETE SIMPLIFICADO:</p> <p> </p> <p>- REGIÃO SUL: R$ 18,00</p> <p>- REGIÃO SUDESTE: R$ 15,00</p> <p>- REGIÃO CENTRO-OESTE: R$ 20,00</p> <p>- REGIÃO NORDESTE: R$ 25,00</p> <p>- REGIÃO NORTE: R$ 28,00</p> <p> </p> <p>PRODUTO A PRONTA ENTREGA</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
